seed,accuracy,balanced_accuracy,f1,cv_balanced_accuracy,best_C,best_gamma
42,0.614329268292683,0.598671875,0.5162523900573613,0.637741022597968,1,auto
123,0.6082317073170732,0.604921875,0.5402504472271914,0.6358918245121277,1,auto
2026,0.614329268292683,0.61484375,0.5553602811950791,0.6236996906243956,1,scale
